star_rating,review_body
1,Good movie.
1,Great film ... Jason Statham a great nemesis for Vin Deisel and a very touching tribute to the late Paul Walker... All combine to make a thrilling film with a heart of Gold.
1,"The intensity of this drama is the real story, not the crimes committed."
1,There is no such thing as a bad season of NCIS.
1,very nice
0,Not very interesting!
1,This has been an extraordinary series. I do hope you stream season 3. This show gets 6 stars from me. Aaron Sorkin is a genius!
1,good movie.
1,I really liked this
1,Enjoying round three.
1,Love this series
1,Totally got sucked in to it. Super enjoyable. So muchmor ethen I thought it was.
1,"Somewhat reminiscent of Alias, yet slightly more realistic plots. So far so good!"
0,This was a very slow and uninteresting movie.
1,Sad to see its over
1,Good children's movie
1,best show on tv
1,I cant wait to watch season 2
1,This show makes me giddy. Please pick it up Amazon!
1,Love love love it
1,Always amazing! Love Disney and mr incredible
1,"Interesting, but lots of redundancy..."
0,The dialog was too corny.
1,"So far I'm loving this series.  The pilot is a slow burn, following a family dealing with personal problems; but it's set against the backdrop of the start of the zombie apocalypse.  Episode 2 it really starts to get into the action with civil unrest breaking out."
1,"Little odd,but ok"
1,Great movie
1,Good film- very real - B.Cannavle is really good. Loved seeing him as the main character for a change.
1,Amazing! I can't believe there is only one more season left! So sad!
1,Exciting series
1,A movie to be thinking about in a world consumed by greed. Because this is the true message that we should live by from our start of life to our passing.
1,Every episode funnier than the next
1,Good but not great...too slow and not enough of his artwork was shown
1,Can't touch Band of Brothers.
0,Sad. Boring
1,This is one of my favorite shows!
1,"Sorry that I have watched all of the episodes, I wish there were more! Awesome show-  great characters, great actors and fantastic writers. It was definitely a binge watching experience for me."
1,"It is a good Tom Clancy story taken to the movies. It has good actions, an interesting and entertaining story-line."
1,Very well and tastefully made! Loved the tribute to Paul Walker!!
1,Excellent interesting real life stories. Highly recommend it.
0,"Indulgent, 95% not funny. Glad there's a fast forward button."
1,This movie based on the book is one of my favorites.
1,"Funny, cute, slapstick"
1,Nice movie but kinda odd love story....
1,"Still watching, but Molly TRANSFORMING into ALIEN? Really?"
1,Amazing show! Season 2 is waaay better than season 1; and season 1 was really good! I love the dynamic between Molly and J.D.!
1,"Any movie with this  group of actors/actresses can't miss.  As a retired person I guess I can relate more than younger folks.  Have never had a real interest in traveling to India, but this movie may just make me want to go.  Love the first version and this Second one is equally terrific."
1,Love it hunty!
0,"The direction, editing, and production values of the pilot were surprisingly amateurish. It felt more like a good student film than a major production. Except for the very first scene, the whole thing felt cheap and choppy. Even the incidental music was poorly (I.e., too often) used. The story is good enough -- setting up what's about to come. Acting was mixed.<br /><br />It's impossible for me not to compare this to the Walking Dead pilot -- and the WD pilot was vastly superior on nearly all counts. I'll watch the second episode of FTWD in hopes of improvement."
1,It was okay.  N
0,Pretty stupid
0,"Warning ......Geezer review!!<br />This show is an exploitive, redundant, inane trite piece of garbage.<br />Using foul lanuage and every kind of human sexual relationship as shock value to disguise the dearth of talent of everyone involved. You deserve better.. try twilight or 'Sales Lot for fun with vampires<br />Using cheap thrill to disguise"
1,This was so cool. It was like a grass roots 'how it's made.'
1,if you only focus on the sex you wont get the storey behind it all - books are better but enjoyed the movie very much
1,Great season. Cant stop watching it. Every episode just leaves you wanting more.
1,"Watch episode one (the pilot). By the end, I was hooked!"
0,"When you read the description of this movie you see a strong woman who knows her way around the logging industry, who just happens to marry a guy that has a troubling past. You make the mistake of filling in the blanks here. You think: A. they are going to struggle and work this out, or B. they will get a divorce but she still survives and thrives.... Well, you would be wrong.<br />  I am not going to give away the ending... I am just going to say there is NO redemption in this movie. It ends tragically... If you want a tail of strength and redemption this is not the one to watch... I was really disappointed."
1,I love being able to catch up on the episodes  that I missed.
1,Loved this show as a kid and now my kids love it too.  Great for families.
1,Very cute childrens show! My daughter enjoys this show.
0,"SPOILER (this is the opening scene):<br /><br />The camera pans up and across the crest of a small rise.  The smoking and burning silhouettes of tanks cover a debris-ridden battlefield, including a couple of Panther tanks.  A Sherman tank sits amongst the wreckage.  All is quiet.  Into this scene rides some German (officer?) on a white horse leisurely clip clopping along.  &#34;Do-dee-do-dee-do, just out for a morning ride.  Good thing we must have cleared this battlefield and pushed the Americans way back so I can just plod along here with no real purpose or concern.  Nothing to worry about here.&#34;  &#34;Iii-eeeee!!!!&#34;  From out of the shadows of the top of the Sherman, a wild man vaults onto the horseman, propels them both to the ground, and then stabs the horseman deep into the eye as the camera goes in for a closeup.  After pulling his knife out, we see the ambusher is none other than Brad Pitt.  He mumbles some stuff, pats the horse on the head and then hops back on the Sherman and climbs in.  We quickly discern his tank was disabled in the battle and the crew is hiding inside trying to get it fixed.  Good thing Brad took care of the only person on either side curious about how the battle came out or these guys might be in a world of trouble.<br /><br />A few war crimes presented as standard operating procedure, some more odd events, and multiple f-bombs later, we get to an improbable battle at the end and we're done - bringing it all artistically together by showing a white horse again."
1,"Loved it, great writing, great acting, so good it made me want to watch multiple episodes at a time..."
1,I love those guys
1,It's the walking dead. It's awesome. Need I say more.
1,"This is interesting, some history to learn about England and the Suez Canal crisis. It is fast paced and at first difficult to follow but after the first episode, does slow down a little."
1,Awesome! Exciting all the way till the end
1,good
1,I loved it
0,Bad acting - no plot. This is commming from a car lover - and a fast and the furious lover. This was my least favorite of all FF films...
1,"Never knew this show even existed, gives you a good idea on what corruption is inside of prison."
1,"Love have decent, true stories for the kids to watch!"
0,"Booooring.  Self indulgent. Mind numbingly sophomoric. This is the kind of movie that you feel lost and confused while watching, then right after you can only say, &#34;wow, that wasn't really all that good.&#34;  Then, days later you keep thinking about it and realizing more more all the ways that it was bad and you get more angry about the time lost just watching the damn thing.  Don't. Watch. This. Movie."
1,We LOVE this show!!!
1,Have been having a great time watching Amazon. This was one of my favorite shows.
1,The addition of Richard Armitage as the Red Dragon made this series for me.
1,We really enjoy this series!  It complex and well written.
1,Great!!!
1,Great show
1,Interesting but moves a little slow
1,Very very funny and entertaining
1,My daughter thought it was great. Good adventure.
1,"great show, I'm hooked"
1,Very enjoyable.  So hope there is a Season 2.
1,"Best show ever, Period"
1,"It gets a little slow at about 2/3 the way through, but hang in there and it gets better.  Very interesting story."
1,Love Justified!!
1,Don't have much time for a lengthy review but this movie was a great film. Superbly done. Would definitely watch it again.
1,Its a pretty funny movie if you like stupid humor
1,I enjoy it
1,Fantastic! Each episode was a fountain of knowledge and beautifully portrayed. Well worth watching.
1,averageâ€‹
1,I was slightly disappointed with the ending but overall the movie was evocative and good cinema.
1,Husband and I both loved it. Keira was fantastic with the changing emotions. Made me want to read more of her history.
1,"Great classic! Good plots, well done animation for the day, fun to try to ID actors voices from the day. My kids love it."
1,"A good film, glad I saw it, and recommend seeing it at least once. Good story, good acting, pretty to look at. A bit jumpy - jumps back and forth in time as a lead-up to the answer to the mystery of what really happened. Cheers."
1,No sex.. nice for a change
1,This is an excellent series!  Watched season 1 via Hulu and immediately cancelled my Hulu account: too many commercials.  Amazon Instant Video is so much better.
0,VERY POOR RECEPTION!!!!
1,"Completely outrageous and ridiculous in every way. Full of holes in logic and action scenes that defy the laws of physics. The dialogue sounds like it's written by a third grader, and the fight scenes appears even less feasible/realistic than those in the WWE. All in all, everything a Fast & Furious movie should be! Lacks some of the relationship emotion of the 6th installment, but the fitting salute to Mr. Walker at the end leaves the emotions satisfied."
1,This was just the promo.<br />I wish this was free with Amazon Prime :(
1,Great to see actual historic footage.
0,Did not wnjoy
0,Not worth rent price
1,I consider this sort of the prequel to NCIS which I am a fan favorite
1,This is a great show.  Entertaining
1,I really like it.  I learn a lot.
1,Entertaining - gets better as season progresses.
1,"I really enjoyed the development of the story in season 2. Hopefully, this show will not get cancelled too soon as most sci-if Shows do."
0,Really dumb!  I could only what a bit of it before I had to stop.  Painful.
1,"Love it, Love it.  Well written."
1,"David Tennent plays a defense barrister who has never lost a case, and in legal circles is dubbed 'The Escape Artist', the title is somewhat confusing and doesn't do the show justice.  Tennent's latest client is a psychopath being tried for murder, the case is dismissed on a technicality and Tennant finds himself and his family on the receiving end.  To use a hackneyed term - it's gripping and beautifully acted"
1,I can't really give a fair analysis of this film since I feel asleep two different times while trying to watch it.
1,Awesome.
0,"Save your money and watch Liam in one of the 3 Taken series.  This was a total washout.  Hapless police, two key roles both on a suicide mission, a professional assassin that all of the sudden can't shoot straight with his laser sighted pistol, but instead uses a tree for target practice to drain his clip instead of patiently waiting....."
1,Great show. Love to learn about the settling of the west!
1,love it
1,"I have great expectations for this series. How can this possibly be as good as Breaking Bad? Probably can't, but it has two of the characters I loved most, Saul and Mike. How often do you grieve for a professional crook and sometimes murderer? That was Mike. And the shyster? One of the best comic characters in any series ever, played by a consummate actor, Bob Odenkirk. Same director and writing team. Let's go!"
1,"Pretty good story, but the weird flashbacks were not necessary."
1,Could have been a good movie but drifted.  Could not hold interest consistantly
0,Very slow and boring. All men in it are treated like caricatures
1,A classic great movie!
1,A fun light comedy
1,"The kids enjoyed it, the adults not as much."
0,&#34;This series is a bit goofy characters change personalities and existence more often than people change socks. its inplausible and really hardly worth the time to watch it.
1,Excellent writing!  Can't wait for season 2!!  Great job amazon!!
1,Excellent
0,It was just okay! I am a Bradley Cooper fan and thatS why we watched it!
1,WHAT MORE CAN BE SAID ABOUT THE SERIES
1,Great Series!
0,Boring
1,"Great show ! Tremendous writing, characters and acting."
1,Great show!
0,It was Eeh
1,It had a good story.  I liked it
0,This was kinda boring.
1,Nice move
1,I enjoyed it!!!
1,"Great for young kids, a little clearer speech would be great though I know that defeats the idea, but for kids it would be better I think. But the animation is great, and my son loves it."
0,Watch this and you will know what a 'B' movie is.
1,"It's a good movie, nothing out of this world but entertaining"
1,"This is a lovely story, our 8 year olds loved it. We watched it for our family movie night and our daughter couldn't get enough and watched it again the next day."
1,good show
1,Excellent program!!!
1,"I really like this show. It's kind of a soap opera with guns, spys and pretty girls."
1,"Good so far. I know the series was cut short, but supposedly most of the plot lines were resolved, so I'm going to watch it."
0,"I gave 2 Stars only because the movie isn't in English. It does have english subtitles, but I couldn't follow them fast enough...or they just didn't show up."
1,Great for my preschooler
1,As good if not better then the last!
0,Just a bad movie
1,We have never watched this show before and enjoying it every much.
1,Packed full of twists
1,It just made me miss watching Entourage every week even more...but I sure enjoyed seeing everybody together again!
1,Enjoyed it! I would like to see more shows!
1,"Peter Cushing is great, as usual, in this hipster werewolf story..."
1,Incredible show!
1,"Thought provoking and intense storyline. Strongly recommend, especially in light of current events."
1,Awesome classic!
1,It was great when first aired and it is still VERY great to watch now!
1,it was alright.
1,"Loved the pilot, very interesting version of what could have been had the Axis powers  taken over."
1,I saw this series when it first came out. I liked it then. The actor dynamics were great. Mr. Simon is an interesting actor to watch. I am seeing it again after so many years and enjoying it just as much again. This doesn't happen often.
1,AWESOME MOVIE
1,Showing something I loved as a kid to my kid and he loves it too is the best thing ever.
1,Great show!
1,Good old days humor and fun.
1,It was alright. Needed more drama effects but otherwise it viewable.
1,Great show. I can't get enough of these characters!
1,Interesting to watch.
1,Great story and victorious ending
1,Awesome show!
1,Good stuff
1,can't wait to see the 3rd one
1,Excellent
1,So real!
1,The Case Studies in Forensic Science continues to have excellent shows in their series. Highly recommended!
1,Another awesome season of one of the funniest shows on television!!!!!
1,Love that this show includes the family dynamic and how gifts can be passed on our kids.
1,First hour was like watching paint dry... gained a lot of speed after that through the end. Theron rocked in her character!!!!
1,"Love, love, love this season. Very violent but you've come to expect it. The twists and turns are coming a mile a minute. I have no idea how this will end?"
1,Still continuing to hang in there.. so it has to be good..
1,Keeps you interested love the show
1,I thought it was a sweet movie and it had a great ending.  I gave it 5 stars for family friendly.
1,"I love the actors in this, also the incredible photography.  Definitely held my interest all the way through."
1,decent end to a series just wish it would have been a full 22 episodes.  but good show our family loves this series.
1,Funny and Wonderful!! Anyone- from any kind of family- will love this movie!!
1,"Brilliant, amazing and beautiful!"
1,Absolutely love this series!
1,Love this!
1,"Very interesting, keeps my attention."
1,It's okay. different kind of story which is nice and shows a bit of British culture.
1,"This was a very funny, well written comedy. They do not make funny shows like this anymore.  Parks and recreation, community, etc. ARE NOT FUNNY.  And my demographics have the money to spend, not the punks who are growing up now and have no money."
1,So sad this movie did not do better!
1,"I am so addicted to Downton Abbey it isn't even funny. Love, love, love it!"
1,The language was kind of rough but I really appreciated the characters and their struggles. Especially in trying to do the right thing.
1,Best horror comedy ever made. I can't wait to watch the Ash vs. the Evil Dead series on STARZ beginning this Halloween
1,We've loved Backyardigans since my 11 year old was a toddler.  So happy to be able to share it with our 2 year old :)
1,"Very good, low-key scenario. I think you need to be an old guy 'near the end of the trail' to appreciate however. Otherwise, I would say you will get bored with this movie very quickly. It also could have benefited from more (female) nudity. In contrast to the subdued, restrained pitch of the story-line, more casual nudity by the female cast would spice things up a nit more. The brief nudity in the film was done in a cheerful, playful manner. More of that would have added more contrast and flavor."
1,Good writers keep interest peaked
1,"Excellent series.  A bit brutal, not for the week stomached individual.  Excellent choice of actor to play Hannibal.  He brings a sense of style to being a psychopath, if that's possible.  You can't help but like him.  He is classy and cultured."
1,I like all of Chuck Norris movies.
1,"Interesting, weird movie. .  something to think about. . .  Original idea!  A little far out, but go through the whole movie. . ."
1,Loved it! Well acted and a great message.
1,pretty good show
1,Jack Bauer!!!!!
1,"I was not sure if the series or the premise of the show would hold up after all these years, at episode 18 it is clear that this series has held up very nicely.  It is actually a big commitment to watch 24 hour long episodes."
1,Love this movie. One of my favorite movies growing up!!!! Loved me some Jonathan Brandis God Rest His soul!
1,Love the show.
1,Great show. Can wait for the next one! When will it be available?
1,I enjoyed the series.
1,Fascinating show. Very addictive and definitely for the forensic science enthusiast.
1,Grand kids really enjoyed it
1,Very well done if a bit predictable. Enjoyed it. Very good performance.
1,"Great documentary, but it sill leaves a lot unanswered questions."
1,"This poignant film spoke to me.  I remember my family mourning the Rosenbergs.<br />I was a little girl, but I know something very bad happened. Ivy's search for the truth reminded me that nothing is black and white, but there is pure evil unexplainable evil in the world.<br />Thank you Ivy for this film."
1,"my kids would give this 5 stars, but I am deducting one for the weird voice of the main character.  It sounds too old to be a little girl.  Also, the creepy Ted-looking bear and his creepy voice.  Really I should reduce the rating to only 3 stars, but I can't overlook the fascination for this show from certain household members."
1,A good representation of Tim Eva Mbeki sbook
1,"Amazon's current description of this movie doesn't have anything at all to do with the actual movie.  Amazon's description refers to the transgender performer, Barbara Herr, and not to the classic tale from the Henry James novel.  :D :D :D<br /><br />Nicole Kidman with her young fresh face completely devoid of makeup.  The divine costumes of rich fabrics. The beautiful gardens and scenery.  Great story.  Great acting.  Great escape from daily reality.  Great rainy day home alone kind of movie to watch so you can immerse yourself in the story.<br /><br />John Malkovich is the perfect insidious bad guy - soft spoken, manipulative, & completely evil. So good at being evil you'll still hate him when the movie ends. :D"
0,do not watch or waste your money.
1,Cool animation for kids.
1,my 6 1/2 year old boy loves this show and continues to ask for more episodes.
1,Season 2 was great can't wait for season 3 to be on prime. Just waiting for the next season to start on October 31st.
1,Very entertaining.
1,"Just love the show, thanks Amazon prime! â¤"
1,"This series started out really good, but I wasn't fond of the season finale. It's a neat idea where they were trying to take it, but the way it played out didn't sit well with me. Almost seemed like the last two episodes were written by a completely different team than the rest of the series and weren't nearly as good. I wish they'd have continued with the Greek mythology, and maybe followed the stories a little better--that would definitely have made it more interesting to me."
1,I enjoy the chemistry between the actors.
1,Good feel good movie.
1,Loved it.
1,Very enjoyable...I look forward to more episodes...
1,4 stars
1,Suspenseful story line with a good hook at the end of the episode.
1,Classic! And Anjelica Houston perfect as always!
1,Great movie....nice to see a MI5 movie instead of CIA.
1,Can't wait for season 4!
1,I enjoyed this movie from start to finish. No &#34;slow&#34; moments in this movie
1,This was a different take on the Beauty and the Beast. I was not a fan of this movie but it wasn't so horrible that I could not finish it. It was ok.
1,"I like the story about the Ludlows, but the first part was a waste of my time."
1,"Great movie, very artistic and well done. One of Our family favorites."
1,&#34;The Way&#34; has become my favorite movie. It has given me new insights into the pilgrimage of our life. I hope to make this pilgrimage with my son God willing.
1,Awesome show! Can't wait to see how the story unfolds.
1,Love every insane show. Larry David is perfect!!
1,"If you want to feel better about your own dysfunctional family, by all means watch this show. You may need a palate cleanser after binge-watching several episodes."
1,Excellent series with unexpected twists and turns!
1,"This is the best of the 3 seasons.  Fast paced, lots of activity.  Claire has developed into a very interesting, conflicted character."
1,"Absolutely love this show...so wonderfully written, the actors and actresses are perfect for their rolls, and the fact that it is filmed at Highclere, adds to the elegance and sophistication of the show.  It is the perfect show for the family to watch together...and to talk of the historical &#34;firsts&#34;, from the first electricity in homes, to indoor plumbing, to the automobile!!!!!!  It's just a wonderful show all around!!!"
1,Great show. Just disappointed with amazon for not just putting season 4 & 5 on prime.
1,I loved the chemistry between Rob and Sharon and the humor was great between them. I hope they decide to make a season 2.
1,Loved this show - both seasons. I hate that they canceled the series.
1,Both of my grandsons - ages 10 & 6 - loved it...not a peep out of either of them suring the entire show (seen via Anazo. Prime)'
1,decent
1,Funny
1,It holds your attention if you like the first 5 minutes.
1,Can watch it over and over. So good.
1,Love this show!  The humor is hysterical.
1,"Great characters, superb writing, excellent story, realistic and entertaining.  Have tried not to binge watch so I can make it last.  Highly recommend!"
1,Amazing show that runs close to history. Love this and would like to see if go on thru up to modern times.
1,"very dark, but intriguing... will be watching more"
1,Funny and family friendly movie. I saw it with my grandmother as a younger kiddo..
1,Love it
1,"SPOILER: Same film noir genre as [[ASIN:B001JYEMOQ The Talented Mr. Ripley]] and [[ASIN:B000IZ7YK6 Chinatown]] , meaning there is NOT a happy ending. A small town sheriff and a Japanese mystery writer work together to solve a puzzling missing person case. The writing is witty with several plot twists. The sleuths Sheriff Del Moral (Pepe Serna) and Aki (Ayako Fujitani) are well developed and charmingly quirky. Some dialog in Japanese with English subtitles."
1,Loved it!!
0,Weird and cheesy.
1,Love it
1,24 is the best tv series ever produced.  It's like watching a 3 ring circus with non-stop action.
1,Very well made movie. Inspiring.
1,surprisingly original little series.
1,great
1,Great! Too bad it was cancelled.
1,"OK, but not great."
1,"First few episodes were good, I thought it had real promise, but then it got a little too silly for me."
1,All the shows are so enjoyable to watch.
1,Love the books and so enjoyed seeing Harry's character in a series!
1,Loving season 3
1,"Loved this series during its original run. Cannot understand why it was cut off after only 2 seasons, but c'est la vie [o mort?] Really, really, *REALLY* can't understand why the 2 seasons are available on Prime, but the followup movie [released 5 years later, in 2k9] is a &#34;buy or rent&#34; only option; the movie wasn't anywhere near as good as the tv show, but provided a nice wrap for unexpected demise of the series. [Kind of like _Serenity_ did for the _Firefly_ series, in that respect.]"
1,My favorite show
1,Loved it!!!
1,I really liked this show
1,Blake Lively was very good in this movie. The story lacked a little depth but I did enjoy watching it a few times.
1,Not very useful ideas for my own social fundraiser
1,It is a good movie to watch when you're not sure what you're in the mood for!
1,"It can't really be compared to TWD.They are very different characters and settings. The acting in FTWD is very weak at best thus far,and I'm not attached to the show just yet. It hasn't grabbed onto me at all, but I'm holding out hope!"
1,Best movie ever!!!!!!!
1,N<br />Good
1,Clever drama. Good balance of humor without being too 'silly.' I enjoyed it.
1,I LOVE this study! Lisa is truly gifted
1,Awesome
1,classic....watching these seasons again is a pleasure
1,My wifes show and she loves it!
0,Not relevant in today's changed NYC.
1,Very enjoyable movie!
0,Slow movie
1,"I had never seen the alternate ending until just now. I LOVED it!! This is one of my all time favorite movies anyway, with the theatrical ending, but I loved it even more with a bit of extra footage and the alternate ending!"
1,"It's very interactive, which my daughter loves, and makes her think about what she's watching."
1,"This show has lots of soul, as well as being smart and witty.  I love it.  Would love to see it return."
0,Do not bother
1,"Our 4 year old absolutely loves this show, and it's a nice break from the usual chaotic energy packed kid shows."
1,My children love this show and it's not to bad.
1,"Weird, but in a good way. Kind of like Idiocracy, only turned up a notch. Might one day become a documentary."
1,The best!
1,"Great, touching, sad."
1,Good show.
1,Laugh out loud funny.
1,"My wife and I watched this non-stop this weekend. It was a very intriguing who done it. Just when you thought you had it figured out, off you went in a different direction. Very well written. The actors who I was unacquainted with did a great job in their roles."
1,"My 2.5yr old LOVES this show and I have to admit, I like it, too."
1,Good entertainment
1,"Great family movie. I had expected to be very bored, but would tolerate it for my daughter.  Well I my wife and I actually liked it!  Good action, thriller and interesting plot. Watch this with the family you'll all enjoy it!"
1,I'm hooked now. There is no turning back.
1,I hope this becomes a series.
1,Riveting. Loved it
1,Why do all the good ones get cancelled by HBO??
0,"I understand this kind of movie appeals to a certain group but the plot was rushed and lacked substance.  In spite of the frequent reference to good-old-days' ninja turtles, you get very little character development.  Dumb movie, at best, with a dose of fun nostalgia."
1,"This is a very good show, well put together and it keeps you watching because you always want to know what is going to<br />happen next."
1,Very good
1,very contemporary script---great acting
0,didn't like it
1,"This is they genre I really like. Themes that hit home. The story is fictional, the message is real."
0,guess I am more of a Clint Eastwood fan----
0,"First of all I'm a fan of the movie &#34;Loving Annabelle&#34;.  So the age difference I didn't think would creep me out in this movie, but it really did.  Couldn't they find an actress who didn't look so young.  The dynamic of the two lead actresses just did not work.  The older character acted more like her mom which was so gross.  The movie was also highly predictable which was another drawback.  I would save your money and watch &#34;Loving Annabelle&#34; instead."
1,My five year old is bug obsessed and he loves to watch the bugs &#34;battle&#34;.
0,"Not sure, can't figure out how to get it to my TV."
1,A very enjoyable and action packed war movie based on historical events.
1,"Smart, stylish, edge of your seat tension."
1,Love this show. Sorry to see it end. I want to see the movie soon. Hope it comes to prime for free.
1,Hilarious movie!
1,Great
1,Solid Season
1,"great action series, plenty of blood and guts.  The story line is pretty good also."
1,Unrealistic content but vidiography is very interesting.
1,Enjoyable movie.  Inspiring to see how she won over her husband's family who clearly disliked and resented her in the beginning and managed to keep a cheerful attitude in spite of so much opposition.
1,Edge of seat flic
1,"It's slow, but extremely vital to soak up all the details in order to follow #2!"
1,Grandkids love it!
1,Best year of The Wire
1,Can watch(and have watched) this over and over
1,My 4 year old grandaughter loves this show.  Thank you
1,Well done and entertaining.
1,Umm it was ok...
1,dude this guy is funny!!!!!
1,"excellent cast and casting,  great writing and dialogue, marvelous"
1,What a fun quirky show :)
1,Fun to watch
1,"Really good how it ended, very good"
1,Four and a half
1,I really enjoyed watching this.  Excellent acting and plot.
0,Not my favorite tale. Mildly interesting to see how the Stephen King story is applied in this visual medium
1,Anything with Eastwood!
1,Great show of adhd detective on the hunt !
1,I love this movie.
0,"Halle Berry has two emotions, concern and anger. Really poor acting. Story has become so predictable."
1,I can say it is one of my favorite TV show. There hasn't been a bad episode.
0,"The movie had a few twists, but moved slowly.  Connection to kidnapped girl and captures was not made."
1,final able to watch all eposodes excellent
1,Classic.
1,Loved it!  Hope this is the new series!  Can't wait to see more episodes.
1,Great lessons for young girls - highly recommend - very well done
1,"I love this show!  I love Jeff Lewis, Gage, Jenny and Zoila!  They are real, they are hysterical, and I would love to work with all of them.  Not to mention, Jeff is a phenomenal interior designer."
1,Lots of twists & turns! Never boring.
1,Another great series by Sorkin
1,I love it!
1,Great show
1,This was one great series and the stories were excellent!
1,"My granddaughters loved this show (3 & 5 yrs old).  The five year old made one of the projects we saw on the show for her little sister, all by herself and surprised their mom."
1,Super series!
1,Great movie! Had to watch again!
1,"Good movie, keeps your interest"
1,The American Dream is alive!!
0,Language is absolutely awful!  I could not watch it.
1,"I liked the series so much, I had to be sure my housework was done because I would just keep hitting the &#34;next episode&#34; button till hours had passed by.  Glad the 5th season wasnt Prime as I wasn't able to pay for each episode. Will miss watching but have moved on."
1,Dark movie. Gripping and very well acted.
1,Ready for Season 2!!!!
1,Very good movie as a sequel. I'm looking forward to the next installment in the series.
1,Love the actors in this series!!
1,great movie
1,Kids love this movie!
1,Good  and entertaining!
1,keeps your interest with plot twists
1,The show is well written and the actors do a good job. Lots of action and some personal interaction. Sometimes gets a little &#34;soap opera&#34; but mostly a good action adventure show.
1,"Action packed, delightful characters."
1,"Somewhat interesting and timely story-line, episode characters would have benefitted from additional development. Regular cast members do not inspire long-time interest."
1,Excellent
1,Good clean show with great suspense
1,Still the best show on HBO ever.
1,This is an &#34;edge of the seat&#34; mystery you won't figure out until the very end of the movie. The twists and turns are like a bobsled run in the mind. Great movie!
1,"Beautiful story, setting and music."
1,Fun movie!
1,Seemed strange in the beginning but details came about to make it mysterious.
0,Didn't like the ending.  Could have gone on another half hour to wrap things up better.
1,"I know it is not a recent movie, but we reall enjoyed it."
1,I love it...bring it back please...
1,Loved it!!!
1,"One of the best shows out there! Sex, drugs, and Amish bad guys! What's not to like?!"
1,I like it
1,I'm glad this is on!
1,Loved it!
1,"Good story, stretches believability"
0,Acting is horrible. Actor/Actress selection does not fit well to story. Plot is fast paced without proper back story and character development.
1,"Just a little confused about the relationship of this couple. The  outcome in this love story left me with more questions than answers. Oh, did I say I enjoyed it? Because I did enjoy the whole puzzling situation this character was in."
1,Grand kids love this show.  Very creative and imaginative. So fun and educational . I like it too.
1,Interesting.
0,"Interesting concept, but the &#34;cartoon world&#34; made it silly.  Rotoscoping, if done, would also have been silly.  Would have been better, say, if the human actors were used with some whimsical touch, say the environment being a hologram. Also, the ending seemed weak."
1,Witty and magical I love this movie
1,Great film none better. I love the easy accessibility of your site to get great films.
1,Next Gen is my favorite of all Star Treks.  Thank you Amazon for making space travel possible without commercial interruptions  ((-:
1,ðŸ‘
1,"A little over acted sometimes, but still very good."
1,Great show..... sad that it's over.
1,Great show!
1,Fun movie to watch
1,The acting was first rate.  Very good interpretation of Flauberts' Bovary
1,Loved good versus evil theme.  Could do without so much sex and nudity though.
1,Love Grimm. Best show on NBC right now. Well worth watching over and over again.
1,"The movie was sad, but it makes you think."
1,"Fascinating story, superb acting."
1,"Kudos to the writer of an engaging and well-crafted story of self-sacrifical love, bitterness, and forgiveness. Now, if the acting could be as good as the script. Some wonderful moments were lost by the wooden performance of Redford (he was out of he element in a dramatic role) and the lightweight Jennifer Lopez. Morgan Freeman was, well, Morgan Freeman and his performance in a role that seemed written for his large cinematic persona was predictable. But the weight he brings to any role made the others pale by comparison. Decca Gardner (as Griff) has better days ahead as she grows into her acting ability.<br /><br />Josh Lucas did as much as he could with a limited character of Sherif Curtis, and Damian Lewis as the abusive boyfriend was appropriately malevolent and not too over the top, which is easy to do in that role. Carmen Manheim was, again, over her head in an otherwise fairly simply role.<br /><br />I haven't read the book but the screenplay teased out the storyline in a way that kept me interested (despite the acting) and surprised at points. There were a few forced story threads (making a to-do out of forgiving the bear that mauled and crippled you)...but don't know if it was better told in the book than the movie.<br /><br />In all, I wouldn't watch it again but there was enough to enjoy in the first viewing."
1,I really like Aaron Sorkin writings.  The acting and directing were great.
1,Great program! Can't wait for Season 6.
1,My all time favorite TV Series!
1,Great!  Looking forward to Season 7
1,"I can't believe how much I'm enjoying this show. I never watched it, and now I've blown through the first three seasons in a month and a half."
1,My child loves it!!!
1,Watched it while reading a book. If that'll tell you anything.
1,I'd love to see more.  Lots of fun.
1,I like the show because I think it is educational and you can learn a lot from it.
1,"Somebody had a &#34;real&#34; imagination - WOW, and able to bring it to the screen no less."
1,"Film enjoyable but not great! You usual man kills wife plot, in this case wives. Engrossing , had to see the end"
1,Way too long. Started out good but faded.
0,Worst acting
0,didnt do it fr me........
1,"OK, so it's a Ferrell movie and you need to watch it regardless of the review.  I give Wil five stars for just being Will. I laughed so hard in a few parts that I almost shat myself.  I do not recommend this movie to anyone who is looking for a  cinematic masterpiece. Grab a sixpack and any of your friends with a good sense of humor. Enjoy."
1,Excellent drama and action!
1,"Getting into yet another northern european mood - Danish this time. Really enjoyed this, although have had to watch a few episodes more than once. Must really pay attention with subtitles.  Loved the shifting prospective on the legacy itself."
1,"Again, fantastic show!!!  Great characters, great story line!!!!  Keeps you on the edge of your seat!!!"
1,Was never able to watch. Now I can.
1,Great
1,Remains true to the novel.
1,Too much like the first one .Soap Operaish.
1,Good lessons for my 3 year old boy
1,Grandchildren AND grandparents thoroughly enjoyed!!
