marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	714880	RMDNJU4QU1B6B	B000YSZMLU	22845881	Helter Skelter Murders	Digital_Video_Download	5	0	0	N	Y	Five Stars	loved it	2015-08-31
US	11422260	R33TC6ZNXMEAYR	B00SXH62WC	892545329	Swamp People Season 6	Digital_Video_Download	4	0	0	N	Y	Four Stars	Pretty much mindless entertainment when you need it. Good family stories of the bayou!	2015-08-31
US	18616332	R29ZAT9OYZZ1JB	B00IWYG68Q	334763600	Masterpiece: Mr. Selfridge Original UK Edition Season 2	Digital_Video_Download	4	0	0	N	Y	Season 2 moves forward	Season 2 is better than season 1. We hung on through season 1, and now with all the character development, it's becoming more interesting to watch.	2015-08-31
US	26383824	R1FDJDVBCUGFVG	B00CIAYS6W	264711443	My Way (English Subtitled)	Digital_Video_Download	5	0	0	N	Y	Five Stars	Great, great war movie, I loved it	2015-08-31
US	3544360	R35QGFSZZSZ1RS	B00BP4Z8XY	41584107	Wreck-It Ralph	Digital_Video_Download	5	0	0	N	Y	Great family movie my two boys love watching this one	Great family movie my two boys love watching this one. My three year old little boy says the little girl is cute lol!	2015-08-31
US	26808403	R3BU0VQHQDX2QT	B00VLV534U	127870212	Furious 7 (Extended Edition)	Digital_Video_Download	5	0	0	N	Y	Five Stars	Love, Love, LOVE!	2015-08-31
US	14183690	R3BUYGXK3RFKGD	B00VLV8BNA	127870212	Furious 7 (Extended Edition)	Digital_Video_Download	4	0	0	N	Y	Hoakie but entertaining	All star cast... A bit hoakie at times, but if you can love a movie and get into it for the entertainment this movie was awesome	2015-08-31
US	17488376	R2CJ58GHOZRO7Y	B005544TRQ	436223062	Suits Season 1	Digital_Video_Download	5	0	0	N	Y	Smart, funny, entertaining.	Smart, funny, entertaining. Draws you in and then you're hooked.	2015-08-31
US	293126	R1JGITYOYKY01J	B003U6BE8I	840463224	Percy Jackson & The Olympians: The Lightning Thief	Digital_Video_Download	3	0	0	N	Y	Wasn't bad.	Just that. Not much else to say.	2015-08-31
US	18519472	R3AXNFHL4VFZOA	B003KIY9P6	396650609	Curious George Season 1	Digital_Video_Download	4	0	0	N	Y	Four Stars	My 2yr old daughter loves it!	2015-08-31
US	49460026	R2WY49UQH9EUKB	B00794ML3Y	736777616	In Treatment Season 1	Digital_Video_Download	5	0	0	N	Y	Right up my alley	Great series	2015-08-31
US	51863027	R39QF5TGMVAQEY	B00Z61S75S	391717807	Poldark, Season 1	Digital_Video_Download	5	0	0	N	Y	Belongs on Your Must See List!	Aiden Turner is dreamy as the lead character, Ross Poldark.  His eventual wife Dimelza gives a perfect companion performance.  There's a whole cast of interesting, unforgettable characters.  Put this on your Must See List!	2015-08-31
US	42338978	R3OZG0TYFIPRST	B010AI9YCG	420702117	Extant, Season 2	Digital_Video_Download	1	0	1	N	Y	One Star	couldn't maintain interest in characters	2015-08-31
US	16747430	R3NSITZJCB843	B0094D42XK	374053003	The Paper Chase	Digital_Video_Download	5	0	0	N	Y	Still Relevant	Classic in every sense of the word.  I expected it to feel dated but it did not in the least.  All performances are spot on, and I got a strong flashback to my three years in law school, especially that critical first year.	2015-08-31
US	26179810	R2O6XTQQRXG189	B001BXQ93W	995793699	Superman: The Animated Series: The Complete Season 1	Digital_Video_Download	5	0	0	N	Y	Five Stars	My grandkids have watched 3 times already.	2015-08-31
US	44181507	R3KA92QD6XHOAU	B003V5G9RO	16267301	The Game Plan	Digital_Video_Download	5	0	0	N	Y	Five Stars	awesome I love that movie	2015-08-31
US	3368467	R1V927RBLZ0YCG	B00PSLQYWE	156264553	Downton Abbey Season 5	Digital_Video_Download	5	0	0	N	Y	Five Stars	love it!	2015-08-31
US	48094469	R3SUGX3HK1FN7E	B0031KC8OC	106791265	Veronica Mars Season One	Digital_Video_Download	5	0	0	N	Y	Five Stars	Love it! I wish I'd watched it when it was on TV.	2015-08-31
US	17835405	RJE49WY6LCYG7	B00VGRDDUK	676201781	Fifty Shades of Grey (Unrated)	Digital_Video_Download	4	0	1	N	N	Not 50 Shades of F*%&$ Up	I read the 50 Shades trilogy a few years ago when EVERYONE was talking about it and was not at all impressed. The writing was poor and some of the lines were very cheesy. The idea was interesting though, and I felt there was a story there, just not well told. I was among a long line of girlfriends that decided to go out and watch 50 Shades when it came out in theater to see how Hollywood had adapted the story on screen. I was actually very impressed! My husband didn't like the movie AT ALL and couldn't understand why any female would be interested in being abused. I think that is what made me like the movie though. It really did a good job of showing the main characters being torn between several conflicting ideas of right and wrong, desire, sex, and control. They were vulnerable. Also, Hollywood didn't downplay the issue of BDSM going too far and what it does to someone not ready to be submissive. Lastly, I liked that the movie had a lot of comic relief. The story needing to be told could get very awkward and very heavy and the author made the characters come to life well.	2015-08-31
US	34793729	R1W5X0F36679LK	B00DZ83IPS	224529197	Erased	Digital_Video_Download	4	0	0	N	Y	Really grabs you!	This movie is well worth watching. It starts out kind of slow but then really picks up and becomes a fast paced action movie.	2015-08-31
US	49145193	R1B90M8D1BXHTJ	B00RSI59DK	68901493	The Man In the High Castle - Season 1	Digital_Video_Download	5	0	0	N	Y	Five Stars	Mind blowing the way it shakes you when see the flag	2015-08-31
US	17728884	R80DQRQNVTYJ9	B008Y6OYFY	413927603	Dear Frankie	Digital_Video_Download	5	0	0	N	Y	It sneeks up on you and pulls you in. Excellent movie.	My wife and I weren't sure that we were going to like it in the beginning, but it kept getting better and better as we got further into it, and were very glad that we stayed with it. In fact,we told our daughters and their families about it, and they plan to watch it too.	2015-08-31
US	40505986	R3LMM69CO1ENKF	B00LPRKH5U	532518373	God's Not Dead	Digital_Video_Download	4	0	2	N	Y	Academic and lifting	This is a great movie. A bit slow in areas, but overall, a very enjoyable and entertaining flick.	2015-08-31
US	51057078	R2UMP6GXKOVIRB	B00O4JAQ9I	745442832	Masterpiece: Inspector Lewis Season 7	Digital_Video_Download	5	0	0	N	Y	Five Stars	Love the series.  Great characters and story lines.	2015-08-31
US	21609066	R2I3DBYT7FMM3N	B001NEI8YM	375220901	The Man Who Came Back	Digital_Video_Download	3	0	0	N	Y	Three Stars	A good revenge movie. Could almost see Burl Ives as &#34;Daddy&#34;.	2015-08-31
US	23106793	RX1YC0W9JRXWD	B008EQI5DG	529453644	Covert Affairs Season 3	Digital_Video_Download	5	0	0	N	Y	Five Stars	Love this series.	2015-08-31
US	12182803	R2YJBYJNIA9YVJ	B00GX598FO	645382359	Red 2	Digital_Video_Download	4	1	1	N	Y	Red 2	Great cast, action flick!	2015-08-31
US	16690442	R1B7I93L9R42YS	B00WKTO69A	488000433	Small Town Murder Songs	Digital_Video_Download	4	0	0	N	Y	good movie	I really liked this, will watch it again.	2015-08-31
US	25386897	R2YT4EKUAXWOOY	B011KKA8QE	796366036	Paul Blart: Mall Cop 2	Digital_Video_Download	5	0	0	N	Y	Five Stars	Great movie.  Full of laughs!	2015-08-31
US	31447151	RGF2FOSUWQRQJ	B008ROVTEW	971526666	Space Jam	Digital_Video_Download	5	0	1	N	Y	Five Stars	Entertaining movie that has become a classic for my children.	2015-08-31
US	10263473	R2M3AFUCOE9ISN	B0070Z4M4I	316484262	The Thing (2011)	Digital_Video_Download	3	0	2	N	N	... three out of four stars because it was a poor attempt to remake the original	I Gave this one three out of four stars because it was a poor attempt to remake the original. The story line followed the original marginally if you think about it.<br />Lets take and nit pick a few things.<br />First the alien ship. In the original John Carpenter movie, they used the Footage from the original 1950â€™s version where they uncover the ship using explosives. The ship was out side when they found it uncovered with thermite if I remember correctly. This version has them finding it in an ice cave. Albeit that might be a bit more realistic considering enough explosives to uncover a ship of that size would have taken up a lot more space on the ice. But simply put, they changed that part. Lets not forget that the fact is that they were using computer graphics in this movie that werenâ€™t available to the people during the time period. Creative licensing is ok, but if this is the prequel to the first movie, continuity please. Then there is the poor explanations for the various deaths that Kirk Douglasâ€™s character found when he and the doctor for the original movie showed up. To easy.<br />It was a good movie effects wise, but to those of us out there that really enjoyed the original when we were kids. It lacked. If you havenâ€™t seen the original yet. See this first, and understand that the original was made in the 1970â€™s. Otherwise you might be disappointed by the follow up.	2015-08-31
US	16187060	R2NX7PGHU1YINH	B010U7M6UY	993209229	The Amazing Race, Season 24	Digital_Video_Download	5	0	0	N	Y	Five Stars	Still one of the best shows on TV	2015-08-31
US	46281273	R12MA2G11A0DSO	B0097H27KS	865446966	Red River (1948)	Digital_Video_Download	5	0	0	N	Y	Five Stars	This is truly a classic movie !	2015-08-31
US	30070841	RU6UV3NX4MDQP	B005U9RM0W	728197314	Grimm Season 1	Digital_Video_Download	5	0	0	N	Y	Addictive	Addictive	2015-08-31
US	17123253	RUKY4EJOUISAY	B00UY0QOKQ	263203403	Orphan Black, Season 3	Digital_Video_Download	5	0	0	N	Y	Five Stars	Good series	2015-08-31
US	48170213	R15A17KX28CM3D	B00R5WCKVI	479576810	Glee Season 6	Digital_Video_Download	5	0	0	N	Y	Love It!	I love this show.  My only regret is that it only goes up to season 6!	2015-08-31
US	29418894	RTWYYUHDRGVSD	B00IT2147Y	464095179	Flipping Out Season 7	Digital_Video_Download	5	0	1	N	Y	Five Stars	Love this show.	2015-08-31
US	17076124	R1TIDPK91S2IRQ	B00TFVZCIU	546299002	Song of the Sea	Digital_Video_Download	1	0	25	N	Y	One Star	Hated it	2015-08-31
US	65938	R1M2HGYAF0BZ45	B00PSLQYWE	156264553	Downton Abbey Season 5	Digital_Video_Download	4	0	0	N	Y	Just Okay	Not as well done as the earlier seasons.	2015-08-31
US	51991011	R1AGZA7N3AC0LD	B001EBWING	106240318	Casablanca	Digital_Video_Download	5	0	2	N	Y	Five Stars	Oldy but qoody.	2015-08-31
US	23319585	R1CXWW0TQHBHVM	B00I9AHY2K	74848798	Vikings Season 2	Digital_Video_Download	5	0	0	N	Y	Five Stars	need the next season	2015-08-31
US	13222694	RRW0FYPQ0DILT	B005SFCOUG	598590813	The X-Files Season 2	Digital_Video_Download	5	0	0	N	Y	loved it. the season finale left me on the ...	loved it.  the season finale left me on the edge of my seat.  could not wait to start season 3.	2015-08-31
US	18025759	RB400LG9DBY7T	B00XVQKS7A	422300455	The Daughter	Digital_Video_Download	4	1	1	N	Y	The Daughter	Good movie with a surprise ending	2015-08-31
US	33424949	R12CY2XATJDK2F	B00CDCJCLG	926217354	Wallace & Gromit: The Complete Collection	Digital_Video_Download	5	0	0	N	Y	The Wrong Pants is the right little film	How can you not love &#34;The Wrong Pants?&#34;<br /><br />They are all great.	2015-08-31
US	50533534	R3RGCZB7HMBSHW	B010AIGRJO	420702117	Extant, Season 2	Digital_Video_Download	4	0	0	N	Y	Nice escape TV for sci fi lovers	I'm not sure anything was highly original in this series. In fact, it seems to have taken several sci fi chestnuts and whipped them into a familiar tasting but still palatable dish. The lovable robots, the evil robots, the aliens driven by desperation to colonize Earth, the astronaut who brings back an interstellar virus, the broke-down-but-heart-of-gold combat vet, the evil mega-corporation with the shadowy infrastructure: all our favorites! Familiarity is not necessarily a bad thing, especially when good acting and a little tweaking of dialogue and plot make the familiar fun. Great escape series, for my money.	2015-08-31
US	37287988	R1IS7GO7GZND77	B008Y7E26E	143481429	The Gunslingers	Digital_Video_Download	2	0	0	N	Y	Two Stars	THAT is all	2015-08-31
US	10829121	R1U9LAGJSNS1G8	B00Z9O0HYG	69847340	The Duff	Digital_Video_Download	1	1	1	N	N	I feel stupider for having watched this piece of garbage.	Shallow, cruel, aggressively trying to tie itself to the jargon of Gen Z. I feel stupider for having watched this piece of garbage.	2015-08-31
US	37505062	R1X1EU9BJZNOHC	B0112OT5QC	944783375	The Strain Season 2	Digital_Video_Download	4	0	0	N	Y	Four Stars	Major improvement in writing since last year.	2015-08-31
US	15932779	R2P3O8L23G75X0	B00A92ISZ8	742343996	Tomcat Dangerous Desires	Digital_Video_Download	2	0	0	N	Y	Two Stars	Was very sub par.	2015-08-31
US	10542306	R2TCVT3MTEQWPW	B00GIXWHZ4	242596904	The Wolverine	Digital_Video_Download	5	0	1	N	Y	Loved it.	Great Wolverine movie.	2015-08-31
US	34135305	R3G2KFYJIQSJEI	B00N8MBYA2	229632939	The Wire Season 5	Digital_Video_Download	5	0	0	N	Y	Five Stars	Great series! I really enjoyed re-watching it on demand.	2015-08-31
US	12607384	R1Q5Y6OQ3AEN7O	B013497N1C	479335063	Sneaky Pete - Season 1	Digital_Video_Download	5	0	0	N	Y	Five Stars	Good show	2015-08-31
US	33049044	R3M31H85MTUAN0	B00WPF1YOO	992069610	Timbuktu (English Subtitled)	Digital_Video_Download	3	0	4	N	Y	NEED MORE CLOUD	CONTENT ERROR, RETRY,  LOADING PLEASE WAIT... 15 MINUTES IN.....CONTENT ERROR, RETRY, LOADING PLEASE WAIT....BACK TO THE BEGINNING.  5 MINUTES  CONTENT ERROR, RETRY.  LOADING PLEASE WAIT 30 MINUTES IN CONTENT ERROR, RELOADING PLEASE WAIT, BACK TO THE BEGINNING.  FIND THE MIDDLE, CONTENT ERROR, RETRY,LOADING PLEASE WAIT....CONTENT ERROR, RETRY,  LOADING PLEASE WAIT... 15 MINUTES IN.....CONTENT ERROR, RETRY, LOADING PLEASE WAIT....BACK TO THE BEGINNING.  5 MINUTES  CONTENT ERROR, RETRY.  LOADING PLEASE WAIT 30 MINUTES IN CONTENT ERROR, RELOADING PLEASE WAIT, BACK TO THE BEGINNING.  FIND THE MIDDLE, CONTENT ERROR, RETRY,LOADING PLEASE WAIT CONTENT ERROR, RETRY,  LOADING PLEASE WAIT... 15 MINUTES IN.....CONTENT ERROR, RETRY, LOADING PLEASE WAIT....BACK TO THE BEGINNING.  5 MINUTES  CONTENT ERROR, RETRY.  LOADING PLEASE WAIT 30 MINUTES IN CONTENT ERROR, RELOADING PLEASE WAIT, BACK TO THE BEGINNING.  FIND THE MIDDLE, CONTENT ERROR, RETRY,LOADING PLEASE WAIT	2015-08-31
US	24667756	R1NFJKUG5QXKSH	B0081HVXG4	110346351	Mansfield Park Season 1	Digital_Video_Download	3	0	0	N	Y	Three Stars	Liked this one a lot better than the other one. BBC dominates Jane Austen!	2015-08-31
US	12656609	R1V4YO4KM27ACM	B006IX92XO	108771540	Rome Season 1	Digital_Video_Download	5	0	0	N	Y	Excellent	Excellent mini series. Good casting, wonderful script.  So glad there's more than one season.	2015-08-31
US	1033357	RMIEMJ91YQH7N	B00WRR5SB0	872865102	Avengers: Age of Ultron - Behind The Scenes: Avengers ReAssembled	Digital_Video_Download	5	0	2	N	N	Avengers: Age of Ultron review	A team full of superheroes combine their powers to save the world from bad people around the universe. Facing a artificial intelligence robot that tries to destroy the world and kill all humanity. New people joining the team to add extra power and more people to fight the enemies.  Turning the members of the team against each other was one of the ideas that the enemy used to fight The Avengers. Although the world almost got destroyed but the team made it to save the day again. The acting was great with the special effects. Everything worked together in a great way to make a wonderful film that made many people around the world like it. Also the acting of the people made the film work great. Picking Scarlett Johansson to do black widow worked great to the film. Her acting was good the moves and some of the scene she did were great. On the other hand picking Mark Ruffalo to do the Hulk wasnâ€™t the smartest thing for me. I donâ€™t think that doing Hulk is good for him because I see him as a calm person not a person with anger management problems. He always seems calm to me. The trailer locked great by showing some of the best scenes of the movie. This film collected around 1.4bil $ this year from all around the world. By having a lot of good reviews many people think that this film is one of the best films this year.	2015-08-31
US	1080286	RP85RKZMQDWBX	B006IX92XO	108771540	Rome Season 1	Digital_Video_Download	4	0	0	N	Y	Beautiful costumes and the acting is outstanding	Interesting premise (not sure whether or not it is historically accurate).  Beautiful costumes and the acting is outstanding.	2015-08-31
US	49627172	R1ERY2QBV7YNH7	B00QUEE4GQ	144264169	St. Vincent	Digital_Video_Download	2	0	0	N	Y	... movie to be a comedy but it was not funny.	I expected this movie to be a comedy but it was not funny.	2015-08-31
US	28929878	R308MMLGXJ8SLW	B00OOKUC46	692387013	The Newsroom Season 2	Digital_Video_Download	5	0	0	N	Y	Five Stars	Awesome	2015-08-31
US	45541454	R3NMA5WM8MMYDQ	B00DY0ML3W	390650391	Damages, Season 5	Digital_Video_Download	5	0	0	N	Y	Five Stars	Fantastic episode, gripping from the first scene., I was totally surprised by the ending. Wow!	2015-08-31
US	2933555	R1TKN1ZJQJAZSR	B001BXQ93W	995793699	Superman: The Animated Series: The Complete Season 1	Digital_Video_Download	4	0	0	N	Y	Check it out	Good watch all around! They bring down his power a lot though. Still entertaining.	2015-08-31
US	36284752	R29CCPY638H4XS	B00JP5UXEY	537989649	95ers: Time Runners	Digital_Video_Download	3	0	0	N	Y	Three Stars	it was interesting but not my favorit	2015-08-31
US	47995397	R1G22OO4SANX8S	B00459EZLW	961261650	Stargate Universe Season 2	Digital_Video_Download	5	0	0	N	Y	Interesting	This is really good. I did not think it would be. It keeps you on your toes. You can feel what they feel some of the time. Keeps you guessing also. Enjoy, I did.	2015-08-31
US	51243439	R28BZTDSX9PIEY	B0041G3YIY	655084182	Double Indemnity	Digital_Video_Download	5	0	0	N	Y	Five Stars	Great old film.	2015-08-31
US	14194779	R3IN8UG1WDOAR4	B00X8UKOUK	666093513	Catastrophe - Season 1	Digital_Video_Download	4	0	0	N	Y	Four Stars	Good	2015-08-31
US	2024504	R33AWEW446VGYN	B001BPWO02	904910910	Cynara	Digital_Video_Download	3	0	2	N	Y	It's OK	Not Bad - fairly erotic.	2015-08-31
US	31485365	R2YB79A9IWEQLW	B01347T9O8	331499516	Casanova	Digital_Video_Download	4	0	0	N	Y	Four Stars	I'd like to see more!	2015-08-31
US	22245219	R103SY3S2F91JG	B00UF54NJ4	165082887	Take Me Home	Digital_Video_Download	5	0	0	N	Y	This was a feel good movie - I enjoyed it from the beginning to ...	This was a feel good movie - I enjoyed it from the beginning to the end.  It had a typical story line with a good ending.  Enjoy!	2015-08-31
US	12145813	R3VSSCVM3XC4ZD	B006Z48TZS	647505870	Justified Season 3	Digital_Video_Download	5	0	0	N	Y	Five Stars	Love this show!	2015-08-31
US	11343406	R17IVH8SGQHKVQ	B00JM7I4UK	9372869	Joe	Digital_Video_Download	4	0	0	N	Y	A journey through darkness.	Gritty true to life.	2015-08-31
US	47284735	ROT7W21VKQWLF	B012S2BHYA	615977853	The Water Diviner	Digital_Video_Download	4	0	0	N	Y	Four Stars	Good history but had sad parts.	2015-08-31
US	15307435	R2F5LSQVU4Q744	B00X8UKN42	666093513	Catastrophe - Season 1	Digital_Video_Download	4	0	0	N	Y	Fun and serious at the same time in following a ...	Fun and serious at the same time in following a certain age group despite cultural differences . Speech accents were not easy to understand in some segments. All in all it was entertaining and interesting.	2015-08-31
US	52826236	R1YOG3MP3VYCJ0	B01347T9O8	331499516	Casanova	Digital_Video_Download	5	0	0	N	Y	Five Stars	Storyline is awesome, but the video was choppy and continually stalled.	2015-08-31
US	5495545	RT6IGQKB3X0O3	B00JJ20QR2	516307526	Suits Season 3	Digital_Video_Download	4	0	0	N	Y	Four Stars	Hooked.	2015-08-31
US	350918	R3PCFIZCADAOJZ	B00EC7W70S	732924820	Strike Back: Season 2	Digital_Video_Download	5	0	0	N	Y	Five Stars	Definitely a man's show. It's got everything an adrenaline junky wants in a TV show!	2015-08-31
US	6491135	R2TFQBAG66N54P	B013767IZI	362965890	Descendants	Digital_Video_Download	5	0	0	N	Y	Five Stars	Mine daughter loved this movie	2015-08-31
US	19155617	RETAEG089XI3M	B00O13KRSM	100834319	City of Glass (English Subtitled)	Digital_Video_Download	4	0	0	N	Y	Worth watching	Entertaining	2015-08-31
US	18579594	R2IESVG756P8DN	B00ISC7P7S	453723795	The Real Housewives Of NYC, Season 6	Digital_Video_Download	4	0	0	N	Y	Four Stars	Leg on the table!!!!!!!	2015-08-31
US	40581248	R21621CD5T0WP0	B009OVTI3G	44539447	Code Of The Silver Sage	Digital_Video_Download	5	0	0	N	N	Five Stars	Just love b westerns	2015-08-31
US	26442958	R1C4USHOHNBN83	B00V7MGF6S	519183438	Olympus Season 1	Digital_Video_Download	2	0	0	N	Y	I didn't like it.	Kind of cheesy. Didn't hold my interest. Love sci fi, fantasy & action but the poor acting and low budget special effects just didn't fit the bill for me.	2015-08-31
US	10084804	R33KOEO406U493	B0078VVK8A	445061063	In Treatment: Season 3	Digital_Video_Download	5	0	0	N	Y	Five Stars	Good	2015-08-31
US	52951540	R9ODPQYX7OD8Y	B00Z157L6A	650722649	In Pursuit Of Honor	Digital_Video_Download	5	0	0	N	Y	Good flick	Being based on a true story, I wish there would have been some notes at the end indicating the outcome of the people involved. Good flick!!	2015-08-31
US	36462408	R2PYKQ4Y2NHQB7	B00G23L8UA	418309058	An Apology to Elephants	Digital_Video_Download	5	0	0	N	Y	Definitely an apology to elephants from humans!	Elephants are wonderful animals!  Humans at times are not!  This is clearly a movie in favor of elephants, which is appropriate for the treatment they have received at the hands of people.  A second video or extension of the first would be to show how other US zoos are coming around to the needs of elephants and more of the safe zones for those captured from circuses.	2015-08-31
US	52437023	R17AKF8BW9Q6IO	B008Y5NO5G	372936156	Dirty Dancing	Digital_Video_Download	5	0	1	N	Y	EMust Se	Excellent movie	2015-08-31
US	673540	R1H7QBIF0RFOS7	B006GLLXXK	630304580	True Blood: Season 1	Digital_Video_Download	5	0	0	N	Y	Five Stars	Awesome. !!!!!!	2015-08-31
US	45843302	R1HRBQGCAK4816	B00GF0NJJS	963684584	Absolute Deception	Digital_Video_Download	5	0	0	N	Y	Five Stars	Great movie	2015-08-31
US	11354020	R18T6XQKXZ5Q6A	B005PK57IK	551005158	The Good Wife, Season 3	Digital_Video_Download	5	0	0	N	Y	Along with Treme, Breaking Bad, The Good Wife is superlative.	One of the greatest TV series ever produced.	2015-08-31
US	14879634	R3RUKLZCOR1I0K	B00MILGKPI	600191340	Teenage Mutant Ninja Turtles	Digital_Video_Download	4	0	0	N	Y	Worth watching	I always loved the original. I have to say that I was impressed with this version. I would watch it again.	2015-08-31
US	13048336	R2U9FOWMOCPS8P	B00OOKXTFU	801680808	The Worricker Trilogy Season 1	Digital_Video_Download	5	0	0	N	Y	Well written and well acted.	I really enjoyed the characters.	2015-08-31
US	14996357	R2MOA6YKWNZL0D	B00M90R2D2	210676725	They Came Together	Digital_Video_Download	1	0	0	N	Y	One Star	waste of my time...	2015-08-31
US	28080205	R2DY40KP5NHD4O	B006GLM8IE	938841809	The Sopranos: Season 1	Digital_Video_Download	5	0	0	N	N	Best Series	By FAR my favorite series!!!  Funny to actually root for the bad guys.  It has everything you need in a series, and it lasts all the way through.	2015-08-31
US	14670659	R2LGLXAJLDZZ1S	B00KGJNIOU	980083402	Tenacious D	Digital_Video_Download	1	0	2	N	Y	Disappointing.......	I love Jack Black, but this was the saddest thing I've seen. I decided to watch as my teenage son had me listen to a song on you tube by them from 2010. Loved it, so decided to watch.....um yeah. Maybe they're like fine wine and got better with time, but I couldn't even get through the first episode. Disappointed.	2015-08-31
US	12378829	R2ZNPNJBMO4NYI	B00L86ZKAK	412049117	Under The Dome, Season 2	Digital_Video_Download	5	0	0	N	Y	Five Stars	Luv the story line.	2015-08-31
US	4791778	R3E6UUXP2E55XW	B01347T9O8	331499516	Casanova	Digital_Video_Download	4	0	0	N	Y	Four Stars	interesting period of history	2015-08-31
US	22984809	RBOLVJWR0YUBC	B00ZP9Q7MG	956172056	Under The Dome Season 3	Digital_Video_Download	5	0	0	N	Y	Five Stars	Love this show	2015-08-31
US	37381043	R300UX8LQQU8LB	B00AHSH56C	823545798	Eastbound & Down: Season 3	Digital_Video_Download	5	0	0	N	Y	Five Stars	I love this show but it's not for everyone!	2015-08-31
US	9028576	R747X2FXT2LQJ	B005M4GJDQ	578006102	Blue Bloods, Season 1	Digital_Video_Download	5	1	1	N	Y	blue Bloods	Great viewing	2015-08-31
US	10885346	R3VRKQXL155Y9P	B00VFTA70I	797142769	The Imitation Game	Digital_Video_Download	5	0	1	N	Y	BUY NOW !!	VERY GOOD MOVIE	2015-08-31
US	50539554	RHTC0H9MJ1XLR	B009B1EH3U	634573480	Black Orchid	Digital_Video_Download	5	0	0	N	Y	Five Stars	Great movie	2015-08-31
US	9340011	RRH9OGN4AEDLK	B00DQIT2RU	516307526	Suits Season 3	Digital_Video_Download	5	0	0	N	Y	Five Stars	Great show!	2015-08-31
US	14928161	R2J9381FP4JNSY	B010AI9YCG	420702117	Extant, Season 2	Digital_Video_Download	5	0	0	N	Y	Love it	Absolutely love this show!	2015-08-31
US	28349115	R336SPIQYMYXIM	B00XWUT8QW	841961876	Entourage: Season 3	Digital_Video_Download	2	0	0	N	Y	Two Stars	too much sex and cursing	2015-08-31
US	44635867	R1WQ2C3EYOLKKH	B00XOXDXV8	895883504	Mad Max: Fury Road	Digital_Video_Download	1	1	24	N	Y	Weird.	Weird. Just weird.	2015-08-31
US	21789050	R1PJBYDEDZEVEJ	B00HZ3C4N6	263154361	Jack Ryan: Shadow Recruit	Digital_Video_Download	5	0	0	N	Y	Five Stars	Great movie!	2015-08-31
US	49094025	RF0D7D7I517H8	B00K5YW2MA	695872207	Frequencies	Digital_Video_Download	5	0	0	N	Y	Five Stars	Excellent mind bender	2015-08-31
US	12280344	R29O5AD66U8LXG	B010RC1SSS	230582171	Blue Bloods, Season 5	Digital_Video_Download	4	0	0	N	Y	Four Stars	Enjoyed the series	2015-08-31
US	44121980	RR38VPISHDXF	B00ARCOHNW	543444889	When Harry Met Sally	Digital_Video_Download	5	0	0	N	Y	It's out there - One of the best romantic comedies of all time	I need not say anything new. It's out there - One of the best romantic comedies of all time.	2015-08-31
US	11216201	R2A1ZB0T934JYQ	B00VLV534U	127870212	Furious 7 (Extended Edition)	Digital_Video_Download	3	0	0	N	Y	I didn't enjoy this movie as much as I did the others	Not sure why but, I didn't enjoy this movie as much as I did the others. It's still a good movie just, not as good as the others.	2015-08-31
US	2301546	R1UB0GZE8XJMKD	B00OI7J214	508286989	If I Stay	Digital_Video_Download	3	0	0	N	Y	Three Stars	No comment	2015-08-31
US	10330238	RVG0VPBS5O66D	B007F4AG76	520016328	Entourage: Season 1	Digital_Video_Download	4	0	0	N	Y	funny, interesting and playful all describe the macho friendship ...	Irreverent, funny, interesting and playful all describe the macho friendship oriented Entourage. Great show.	2015-08-31
US	22210223	R2C9BTBX53LYDS	B00BL5MONE	902665232	Justified Season 2	Digital_Video_Download	5	0	0	N	Y	Five Stars	Thoroughly enjoyable!	2015-08-31
US	38349033	R1YARN6NV4S2EM	B013JCFXCK	33380728	Love & Mercy	Digital_Video_Download	5	2	3	N	Y	Five Stars	&#34;Won-won-won-wonderful&#34;!!!!!!!!	2015-08-31
US	13497719	R2L0ONE7O99GNC	B00LCHENE4	188338882	Endeavour Season 2	Digital_Video_Download	5	0	0	N	Y	Five Stars	i loved it there was not enough seasons or episodes	2015-08-31
US	48500169	R2V8WOGIDDMGI3	B00EC7W70S	732924820	Strike Back: Season 2	Digital_Video_Download	4	0	0	N	Y	Four Stars	Great action and suspense show to watch!!	2015-08-31
US	45470964	R3703MVMHZUKN	B012PJTGD0	176760834	Strange Fits of Passion	Digital_Video_Download	2	0	1	N	Y	Two Stars	Poor story line and plot.	2015-08-31
US	16475342	R3F6KK79P2UEZM	B00I3MNGCG	82685115	Mozart in the Jungle Season 1	Digital_Video_Download	5	0	0	N	Y	Five Stars	Awesome show....great music, great characters, interesting plot lines.	2015-08-31
US	33215361	R17NGK2XVSU9GH	B00XOXA88E	743135892	Gett: The Trial of Viviane Amsalem (English Subtitled)	Digital_Video_Download	5	0	0	N	Y	Five Stars	Gett it.	2015-08-31
US	20651163	R2HT8NQ9NQZ59Y	B010SSV4OE	749090735	Desert Son	Digital_Video_Download	2	0	0	N	Y	Two Stars	Interesting plot with a few twists.	2015-08-31
US	22699134	R16GCEGK7EYPSR	B004D8PL72	387519483	Basket Case	Digital_Video_Download	5	0	0	N	Y	I love it!	Classic horror film from the 80's!  I love it!	2015-08-31
